datetime;watts
2018-11-17 09:07:04;2547.77
2018-11-17 09:07:05;2565.93
2018-11-17 09:07:07;2524.54
2018-11-17 09:07:08;2547.77
2018-11-17 09:07:10;2508.71
2018-11-17 09:07:11;2528.09
2018-11-17 09:07:13;2528.09
2018-11-17 09:07:14;2506.96
2018-11-17 09:07:15;2528.09
2018-11-17 09:07:17;2233.25
2018-11-17 09:07:23;580.83
2018-11-17 09:07:31;493.69
2018-11-17 09:07:38;495.12
2018-11-17 09:07:45;495.94
2018-11-17 09:07:52;495.25
2018-11-17 09:08:00;494.37
2018-11-17 09:08:07;500.21
2018-11-17 09:08:14;495.73
2018-11-17 09:08:21;495.87
2018-11-17 09:08:29;495.94
2018-11-17 09:08:36;493.08
2018-11-17 09:08:43;493.02
2018-11-17 09:08:50;494.44
2018-11-17 09:08:58;494.44
2018-11-17 09:09:05;496.55
2018-11-17 09:09:12;494.44
2018-11-17 09:09:20;493.76
2018-11-17 09:09:27;492.34
2018-11-17 09:09:35;460.18
2018-11-17 09:09:43;415.51
2018-11-17 09:09:52;414.03
2018-11-17 09:10:01;412.04
2018-11-17 09:10:09;415.94
2018-11-17 09:10:18;413.03
2018-11-17 09:10:27;413.46
2018-11-17 09:10:36;413.08
2018-11-17 09:10:44;411.52
2018-11-17 09:10:53;412.99
2018-11-17 09:11:02;411.99
2018-11-17 09:11:10;415.99
2018-11-17 09:11:19;410.54
2018-11-17 09:11:28;413.03
2018-11-17 09:11:37;412.04
2018-11-17 09:11:45;412.94
2018-11-17 09:11:54;412.56
2018-11-17 09:12:03;412.47
2018-11-17 09:12:12;414.56
2018-11-17 09:12:20;412.47
2018-11-17 09:12:29;415.03
2018-11-17 09:12:38;414.46
2018-11-17 09:12:46;412.99
2018-11-17 09:12:55;413.98
2018-11-17 09:13:04;416.52
2018-11-17 09:13:12;415.46
2018-11-17 09:13:21;413.51
2018-11-17 09:13:30;411.52
2018-11-17 09:13:38;411.01
2018-11-17 09:13:47;412.04
2018-11-17 09:13:56;412.04
2018-11-17 09:14:05;413.98
2018-11-17 09:14:13;415.99
2018-11-17 09:14:22;412.56
2018-11-17 09:14:31;413.46
2018-11-17 09:14:39;413.46
2018-11-17 09:14:48;412.56
2018-11-17 09:14:57;412.47
2018-11-17 09:15:06;416.47
2018-11-17 09:15:14;414.51
2018-11-17 09:15:23;413.51
2018-11-17 09:15:32;414.51
2018-11-17 09:15:40;412.51
2018-11-17 09:15:49;413.56
2018-11-17 09:15:58;412.99
2018-11-17 09:16:06;416.96
2018-11-17 09:16:15;414.46
2018-11-17 09:16:24;412.94
2018-11-17 09:16:32;414.08
2018-11-17 09:16:41;414.51
2018-11-17 09:16:52;345.39
2018-11-17 09:17:03;312.91
2018-11-17 09:17:15;314.91
2018-11-17 09:17:26;313.21
2018-11-17 09:17:38;313.18
2018-11-17 09:17:49;313.21
2018-11-17 09:18:01;312.91
2018-11-17 09:18:12;316.65
2018-11-17 09:18:23;313.75
2018-11-17 09:18:35;314.05
2018-11-17 09:18:46;312.93
2018-11-17 09:18:58;312.64
2018-11-17 09:19:09;315.46
2018-11-17 09:19:21;312.93
2018-11-17 09:19:32;313.75
2018-11-17 09:19:44;314.33
2018-11-17 09:19:55;306.28
2018-11-17 09:20:08;296.30
2018-11-17 09:20:20;289.88
2018-11-17 09:20:32;291.33
2018-11-17 09:20:45;289.39
2018-11-17 09:20:57;290.86
2018-11-17 09:21:09;294.02
2018-11-17 09:21:22;290.60
2018-11-17 09:21:34;288.65
2018-11-17 09:21:47;289.16
2018-11-17 09:21:59;287.95
2018-11-17 09:22:11;294.55
2018-11-17 09:22:24;288.18
2018-11-17 09:22:36;292.07
2018-11-17 09:22:49;290.09
2018-11-17 09:23:01;290.11
2018-11-17 09:23:13;294.07
2018-11-17 09:23:26;288.42
2018-11-17 09:23:38;288.90
2018-11-17 09:23:51;288.18
2018-11-17 09:24:03;289.13
2018-11-17 09:24:15;292.07
2018-11-17 09:24:28;287.93
2018-11-17 09:24:40;288.65
2018-11-17 09:24:53;287.20
2018-11-17 09:25:05;292.07
2018-11-17 09:25:18;290.37
2018-11-17 09:25:30;290.58
2018-11-17 09:25:43;287.93
2018-11-17 09:25:55;287.24
2018-11-17 09:26:07;295.76
2018-11-17 09:26:20;289.86
2018-11-17 09:26:32;289.65
2018-11-17 09:26:45;289.16
2018-11-17 09:26:57;289.62
2018-11-17 09:27:09;294.55
2018-11-17 09:27:22;288.42
2018-11-17 09:27:34;288.39
2018-11-17 09:27:47;287.22
2018-11-17 09:27:59;286.01
2018-11-17 09:28:12;291.78
2018-11-17 09:28:24;287.47
2018-11-17 09:28:37;288.65
2018-11-17 09:28:49;288.92
2018-11-17 09:29:02;287.22
2018-11-17 09:29:14;294.26
2018-11-17 09:29:26;287.93
2018-11-17 09:29:39;288.37
2018-11-17 09:29:51;289.13
2018-11-17 09:30:04;290.79
2018-11-17 09:30:16;290.82
2018-11-17 09:30:29;288.39
2018-11-17 09:30:41;287.63
2018-11-17 09:30:54;286.92
2018-11-17 09:31:06;293.26
2018-11-17 09:31:18;287.56
2018-11-17 09:31:31;286.85
2018-11-17 09:31:44;286.33
2018-11-17 09:31:56;285.10
2018-11-17 09:32:09;290.60
2018-11-17 09:32:21;285.58
2018-11-17 09:32:34;287.59
2018-11-17 09:32:46;286.65
2018-11-17 09:32:59;286.83
2018-11-17 09:33:11;293.16
2018-11-17 09:33:24;286.85
2018-11-17 09:33:36;287.54
2018-11-17 09:33:49;285.19
2018-11-17 09:34:01;286.37
2018-11-17 09:34:14;293.93
2018-11-17 09:34:26;286.37
2018-11-17 09:34:39;286.60
2018-11-17 09:34:51;291.69
2018-11-17 09:35:03;303.75
2018-11-17 09:35:15;302.90
2018-11-17 09:35:27;302.11
2018-11-17 09:35:39;296.42
2018-11-17 09:35:51;288.97
2018-11-17 09:36:01;366.56
2018-11-17 09:36:09;461.48
2018-11-17 09:36:18;399.56
2018-11-17 09:36:27;400.94
2018-11-17 09:36:36;401.43
2018-11-17 09:36:45;398.23
2018-11-17 09:36:54;399.56
2018-11-17 09:37:03;397.70
2018-11-17 09:37:12;400.98
2018-11-17 09:37:21;394.52
2018-11-17 09:37:30;393.18
2018-11-17 09:37:39;393.18
2018-11-17 09:37:49;390.96
2018-11-17 09:37:58;389.61
2018-11-17 09:38:07;397.26
2018-11-17 09:38:16;398.67
2018-11-17 09:38:25;395.43
2018-11-17 09:38:34;394.09
2018-11-17 09:38:43;396.34
2018-11-17 09:38:52;408.07
2018-11-17 09:39:01;411.43
2018-11-17 09:39:10;410.54
2018-11-17 09:39:18;402.82
2018-11-17 09:39:28;392.29
2018-11-17 09:39:37;393.18
2018-11-17 09:39:46;389.69
2018-11-17 09:39:55;389.23
2018-11-17 09:40:04;395.95
2018-11-17 09:40:14;390.54
2018-11-17 09:40:23;387.85
2018-11-17 09:40:32;387.93
2018-11-17 09:40:46;385.27
2018-11-17 09:40:51;389.65
2018-11-17 09:41:00;392.29
2018-11-17 09:41:09;397.31
2018-11-17 09:41:18;401.47
2018-11-17 09:41:27;410.54
2018-11-17 09:41:36;400.94
2018-11-17 09:41:45;399.11
2018-11-17 09:41:54;389.69
2018-11-17 09:42:03;390.54
2018-11-17 09:42:18;391.94
2018-11-17 09:42:22;391.01
2018-11-17 09:42:31;391.52
2018-11-17 09:42:40;390.24
2018-11-17 09:42:49;390.75
2018-11-17 09:42:58;388.52
2018-11-17 09:43:08;394.74
2018-11-17 09:43:17;386.85
2018-11-17 09:43:26;386.85
2018-11-17 09:43:35;388.22
2018-11-17 09:43:45;389.61
2018-11-17 09:43:54;389.40
2018-11-17 09:44:03;393.49
2018-11-17 09:44:12;395.78
2018-11-17 09:44:21;391.69
2018-11-17 09:44:31;389.95
2018-11-17 09:44:40;390.84
2018-11-17 09:44:49;390.46
2018-11-17 09:44:58;395.73
2018-11-17 09:45:07;414.22
2018-11-17 09:45:16;405.95
2018-11-17 09:45:25;402.73
2018-11-17 09:45:34;397.61
2018-11-17 09:45:43;390.79
2018-11-17 09:45:52;389.91
2018-11-17 09:46:01;388.18
2018-11-17 09:46:10;395.26
2018-11-17 09:46:20;386.06
2018-11-17 09:46:29;385.52
2018-11-17 09:46:38;387.31
2018-11-17 09:46:48;385.52
2018-11-17 09:46:57;384.70
2018-11-17 09:47:06;391.13
2018-11-17 09:47:16;385.44
2018-11-17 09:47:25;385.98
2018-11-17 09:47:34;385.98
2018-11-17 09:47:44;384.29
2018-11-17 09:47:53;383.84
2018-11-17 09:48:02;385.98
2018-11-17 09:48:12;393.96
2018-11-17 09:48:21;384.78
2018-11-17 09:48:30;386.89
2018-11-17 09:48:40;384.82
2018-11-17 09:48:49;391.13
2018-11-17 09:49:00;334.20
2018-11-17 09:49:11;308.59
2018-11-17 09:49:23;302.62
2018-11-17 09:49:35;306.64
2018-11-17 09:49:47;307.48
2018-11-17 09:49:58;305.29
2018-11-17 09:50:10;310.00
2018-11-17 09:50:22;305.58
2018-11-17 09:50:33;306.10
2018-11-17 09:50:45;305.32
2018-11-17 09:50:57;304.77
2018-11-17 09:51:09;312.47
2018-11-17 09:51:20;308.01
2018-11-17 09:51:32;310.24
2018-11-17 09:51:43;327.01
2018-11-17 09:51:54;318.81
2018-11-17 09:52:05;322.99
2018-11-17 09:52:17;308.30
2018-11-17 09:52:29;308.30
2018-11-17 09:52:40;311.63
2018-11-17 09:52:52;307.51
2018-11-17 09:53:04;309.94
2018-11-17 09:53:15;312.80
2018-11-17 09:53:27;308.01
2018-11-17 09:53:38;307.74
2018-11-17 09:53:50;305.29
2018-11-17 09:54:02;304.77
2018-11-17 09:54:14;310.24
2018-11-17 09:54:25;304.23
2018-11-17 09:54:37;305.86
2018-11-17 09:54:49;304.23
2018-11-17 09:55:01;304.52
2018-11-17 09:55:12;311.88
2018-11-17 09:55:24;305.06
2018-11-17 09:55:36;305.29
2018-11-17 09:55:48;305.03
2018-11-17 09:56:00;304.47
2018-11-17 09:56:11;310.53
2018-11-17 09:56:23;304.49
2018-11-17 09:56:35;304.21
2018-11-17 09:56:47;305.08
2018-11-17 09:56:59;303.67
2018-11-17 09:57:10;310.53
2018-11-17 09:57:22;304.77
2018-11-17 09:57:34;304.49
2018-11-17 09:57:46;304.75
2018-11-17 09:57:57;304.75
2018-11-17 09:58:09;310.26
2018-11-17 09:58:21;303.69
2018-11-17 09:58:33;304.75
2018-11-17 09:58:44;305.01
2018-11-17 09:58:56;304.26
2018-11-17 09:59:08;310.21
2018-11-17 09:59:20;305.03
2018-11-17 09:59:32;304.23
2018-11-17 09:59:43;304.75
2018-11-17 09:59:55;303.69
2018-11-17 10:00:07;311.61
2018-11-17 10:00:19;305.58
2018-11-17 10:00:30;305.84
2018-11-17 10:00:42;313.37
2018-11-17 10:00:54;305.55
2018-11-17 10:01:05;311.36
2018-11-17 10:01:17;307.19
2018-11-17 10:01:29;305.86
2018-11-17 10:01:40;305.55
2018-11-17 10:01:52;303.41
2018-11-17 10:02:04;307.77
2018-11-17 10:02:16;307.25
2018-11-17 10:02:28;303.13
2018-11-17 10:02:39;305.34
2018-11-17 10:02:51;304.75
2018-11-17 10:03:03;306.44
2018-11-17 10:03:15;307.74
2018-11-17 10:03:26;304.21
2018-11-17 10:03:38;305.03
2018-11-17 10:03:50;305.03
2018-11-17 10:04:02;305.01
2018-11-17 10:04:13;310.24
2018-11-17 10:04:25;304.77
2018-11-17 10:04:37;305.32
2018-11-17 10:04:49;305.58
2018-11-17 10:05:01;305.86
2018-11-17 10:05:12;311.07
2018-11-17 10:05:24;304.75
2018-11-17 10:05:36;304.23
2018-11-17 10:05:48;305.58
2018-11-17 10:05:59;304.21
2018-11-17 10:06:11;310.53
2018-11-17 10:06:23;304.77
2018-11-17 10:06:35;304.49
2018-11-17 10:06:46;310.80
2018-11-17 10:06:58;312.20
2018-11-17 10:07:09;312.20
2018-11-17 10:07:21;305.55
2018-11-17 10:07:33;304.49
2018-11-17 10:07:45;305.60
2018-11-17 10:07:56;305.03
2018-11-17 10:08:08;310.51
2018-11-17 10:08:20;304.77
2018-11-17 10:08:32;305.03
2018-11-17 10:08:38;549.62
2018-11-17 10:08:47;415.94
2018-11-17 10:08:55;416.91
2018-11-17 10:09:04;420.90
2018-11-17 10:09:13;418.46
2018-11-17 10:09:21;415.42
2018-11-17 10:09:30;413.89
2018-11-17 10:09:39;413.41
2018-11-17 10:09:47;413.94
2018-11-17 10:09:56;411.90
2018-11-17 10:10:05;416.91
2018-11-17 10:10:14;410.96
2018-11-17 10:10:22;408.02
2018-11-17 10:10:31;407.10
2018-11-17 10:10:40;408.58
2018-11-17 10:10:49;408.95
2018-11-17 10:10:58;408.53
2018-11-17 10:11:06;415.90
2018-11-17 10:11:15;408.02
2018-11-17 10:11:24;407.61
2018-11-17 10:11:33;407.10
2018-11-17 10:11:42;408.02
2018-11-17 10:11:50;407.10
2018-11-17 10:11:59;408.02
2018-11-17 10:12:08;414.89
2018-11-17 10:12:17;407.56
2018-11-17 10:12:26;409.00
2018-11-17 10:12:34;406.64
2018-11-17 10:12:43;407.56
2018-11-17 10:12:52;406.60
2018-11-17 10:13:01;406.18
2018-11-17 10:13:10;414.41
2018-11-17 10:13:19;406.60
2018-11-17 10:13:27;406.64
2018-11-17 10:13:36;407.10
2018-11-17 10:13:45;407.01
2018-11-17 10:13:54;406.23
2018-11-17 10:14:03;407.56
2018-11-17 10:14:19;215.45
2018-11-17 10:14:27;462.78
2018-11-17 10:14:35;462.67
2018-11-17 10:14:58;153.81
2018-11-17 10:15:06;470.96
2018-11-17 10:15:14;461.48
2018-11-17 10:15:22;462.01
2018-11-17 10:15:30;458.42
2018-11-17 10:15:37;459.65
2018-11-17 10:15:45;462.61
2018-11-17 10:15:53;457.20
2018-11-17 10:16:01;449.44
2018-11-17 10:16:09;457.20
2018-11-17 10:16:17;443.08
2018-11-17 10:16:24;482.70
2018-11-17 10:16:32;489.60
2018-11-17 10:16:39;491.00
2018-11-17 10:16:46;491.67
2018-11-17 10:16:54;493.69
2018-11-17 10:17:01;491.67
2018-11-17 10:17:08;497.99
2018-11-17 10:17:16;488.93
2018-11-17 10:17:23;489.46
2018-11-17 10:17:30;488.93
2018-11-17 10:17:38;490.20
2018-11-17 10:17:45;494.51
2018-11-17 10:17:52;493.02
2018-11-17 10:18:00;492.34
2018-11-17 10:18:07;503.14
2018-11-17 10:18:14;493.76
2018-11-17 10:18:21;483.35
2018-11-17 10:18:29;476.82
2018-11-17 10:18:37;476.00
2018-11-17 10:18:44;476.76
2018-11-17 10:18:52;477.52
2018-11-17 10:18:59;476.00
2018-11-17 10:19:07;485.50
2018-11-17 10:19:14;476.76
2018-11-17 10:19:22;478.02
2018-11-17 10:19:29;476.06
2018-11-17 10:19:37;476.13
2018-11-17 10:19:44;477.45
2018-11-17 10:19:52;476.06
2018-11-17 10:20:00;476.00
2018-11-17 10:20:07;501.60
2018-11-17 10:20:14;525.24
2018-11-17 10:20:20;525.16
2018-11-17 10:20:27;544.22
2018-11-17 10:20:34;542.41
2018-11-17 10:20:40;544.22
2018-11-17 10:20:47;544.22
2018-11-17 10:20:53;543.56
2018-11-17 10:21:00;543.40
2018-11-17 10:21:07;553.85
2018-11-17 10:21:13;544.30
2018-11-17 10:21:20;542.58
2018-11-17 10:21:28;451.81
2018-11-17 10:21:36;442.48
2018-11-17 10:21:44;445.38
2018-11-17 10:21:52;443.13
2018-11-17 10:22:00;443.08
2018-11-17 10:22:08;455.93
2018-11-17 10:22:16;449.44
2018-11-17 10:22:24;443.08
2018-11-17 10:22:32;441.45
2018-11-17 10:22:41;442.48
2018-11-17 10:22:49;441.99
2018-11-17 10:22:57;441.93
2018-11-17 10:23:05;450.06
2018-11-17 10:23:13;441.93
2018-11-17 10:23:21;441.93
2018-11-17 10:23:29;442.53
2018-11-17 10:23:37;441.93
2018-11-17 10:23:46;441.93
2018-11-17 10:23:54;440.85
2018-11-17 10:24:02;441.50
2018-11-17 10:24:10;447.65
2018-11-17 10:24:18;439.19
2018-11-17 10:24:26;440.85
2018-11-17 10:24:35;440.26
2018-11-17 10:24:43;439.67
2018-11-17 10:24:51;440.31
2018-11-17 10:24:59;440.31
2018-11-17 10:25:07;444.23
2018-11-17 10:25:16;428.32
2018-11-17 10:25:24;425.68
2018-11-17 10:25:32;434.73
2018-11-17 10:25:41;416.38
2018-11-17 10:25:49;426.14
2018-11-17 10:25:58;415.90
2018-11-17 10:26:06;429.90
2018-11-17 10:26:15;421.55
2018-11-17 10:26:23;422.04
2018-11-17 10:26:32;421.55
2018-11-17 10:26:40;425.08
2018-11-17 10:26:49;433.63
2018-11-17 10:26:57;439.78
2018-11-17 10:27:05;441.39
2018-11-17 10:27:13;441.93
2018-11-17 10:27:22;436.42
2018-11-17 10:27:30;447.65
2018-11-17 10:27:38;441.45
2018-11-17 10:27:46;438.70
2018-11-17 10:27:54;439.67
2018-11-17 10:28:02;440.26
2018-11-17 10:28:10;447.76
2018-11-17 10:28:19;439.72
2018-11-17 10:28:27;440.26
2018-11-17 10:28:35;439.72
2018-11-17 10:28:43;439.72
2018-11-17 10:28:51;440.80
2018-11-17 10:28:59;440.80
2018-11-17 10:29:07;448.32
2018-11-17 10:29:16;441.45
2018-11-17 10:29:24;441.39
2018-11-17 10:29:32;439.19
2018-11-17 10:29:40;438.06
2018-11-17 10:29:48;440.26
2018-11-17 10:29:57;436.95
2018-11-17 10:30:05;444.77
2018-11-17 10:30:13;438.60
2018-11-17 10:30:21;441.45
2018-11-17 10:30:29;440.85
2018-11-17 10:30:37;440.85
2018-11-17 10:30:46;438.54
2018-11-17 10:30:54;438.60
2018-11-17 10:31:02;438.54
2018-11-17 10:31:10;449.55
2018-11-17 10:31:18;438.54
2018-11-17 10:31:26;435.26
2018-11-17 10:31:35;434.21
2018-11-17 10:31:43;434.26
2018-11-17 10:31:51;433.11
2018-11-17 10:32:00;433.11
2018-11-17 10:32:08;439.72
2018-11-17 10:32:16;432.54
2018-11-17 10:32:24;431.50
2018-11-17 10:32:33;432.59
2018-11-17 10:32:41;433.06
2018-11-17 10:32:49;432.54
2018-11-17 10:32:58;434.15
2018-11-17 10:33:06;441.99
2018-11-17 10:33:14;433.63
2018-11-17 10:33:22;433.63
2018-11-17 10:33:31;433.16
2018-11-17 10:33:39;426.14
2018-11-17 10:33:48;415.37
2018-11-17 10:33:56;445.38
2018-11-17 10:34:04;430.93
2018-11-17 10:34:13;428.27
2018-11-17 10:34:21;414.94
2018-11-17 10:34:30;415.46
2018-11-17 10:34:39;417.44
2018-11-17 10:34:47;416.86
2018-11-17 10:34:56;418.41
2018-11-17 10:35:04;435.89
2018-11-17 10:35:13;433.06
2018-11-17 10:35:21;440.26
2018-11-17 10:35:29;443.73
2018-11-17 10:35:37;426.19
2018-11-17 10:35:45;440.85
2018-11-17 10:35:54;439.13
2018-11-17 10:36:02;431.45
2018-11-17 10:36:10;438.12
2018-11-17 10:36:19;430.42
2018-11-17 10:36:27;429.85
2018-11-17 10:36:35;428.83
2018-11-17 10:36:44;430.36
2018-11-17 10:36:52;429.85
2018-11-17 10:37:00;428.78
2018-11-17 10:37:09;435.31
2018-11-17 10:37:17;427.71
2018-11-17 10:37:26;426.74
2018-11-17 10:37:34;426.69
2018-11-17 10:37:42;426.14
2018-11-17 10:37:51;428.27
2018-11-17 10:37:59;426.19
2018-11-17 10:38:08;434.26
2018-11-17 10:38:16;425.08
2018-11-17 10:38:24;430.93
2018-11-17 10:38:33;428.32
2018-11-17 10:38:41;433.68
2018-11-17 10:38:49;432.59
2018-11-17 10:38:58;425.08
2018-11-17 10:39:06;432.54
2018-11-17 10:39:10;875.06
2018-11-17 10:39:12;2524.54
2018-11-17 10:39:13;2487.91
2018-11-17 10:39:15;2506.96
2018-11-17 10:39:16;2487.91
2018-11-17 10:39:18;2505.22
2018-11-17 10:39:19;2487.91
2018-11-17 10:39:20;2487.91
2018-11-17 10:39:22;2487.91
2018-11-17 10:39:23;2506.96
2018-11-17 10:39:25;2469.14
2018-11-17 10:39:26;2469.14
2018-11-17 10:39:28;2472.53
2018-11-17 10:39:29;2469.14
2018-11-17 10:39:31;2489.63
2018-11-17 10:39:32;2470.83
2018-11-17 10:39:33;2470.83
2018-11-17 10:39:35;2469.14
2018-11-17 10:39:36;2489.63
2018-11-17 10:39:38;2470.83
2018-11-17 10:39:39;2469.14
2018-11-17 10:39:41;2489.63
2018-11-17 10:39:42;2487.91
2018-11-17 10:39:44;2470.83
2018-11-17 10:39:45;2489.63
2018-11-17 10:39:47;2450.65
2018-11-17 10:39:48;2472.53
2018-11-17 10:39:49;2469.14
2018-11-17 10:39:51;2470.83
2018-11-17 10:39:52;2487.91
2018-11-17 10:39:54;2470.83
2018-11-17 10:39:55;2469.14
2018-11-17 10:39:57;2469.14
2018-11-17 10:39:58;2470.83
2018-11-17 10:40:00;2486.19
2018-11-17 10:40:01;2470.83
2018-11-17 10:40:03;2506.96
2018-11-17 10:40:04;2487.91
2018-11-17 10:40:05;2469.14
2018-11-17 10:40:07;2469.14
2018-11-17 10:40:08;2487.91
2018-11-17 10:40:10;2470.83
2018-11-17 10:40:11;2487.91
2018-11-17 10:40:13;2470.83
2018-11-17 10:40:14;2486.19
2018-11-17 10:40:16;2487.91
2018-11-17 10:40:17;2470.83
2018-11-17 10:40:19;2508.71
2018-11-17 10:40:20;2487.91
2018-11-17 10:40:21;2505.22
2018-11-17 10:40:23;2487.91
2018-11-17 10:40:24;2487.91
2018-11-17 10:40:26;2486.19
2018-11-17 10:40:27;2489.63
2018-11-17 10:40:29;2489.63
2018-11-17 10:40:30;2491.35
2018-11-17 10:40:32;2487.91
2018-11-17 10:40:33;2487.91
2018-11-17 10:40:34;2487.91
2018-11-17 10:40:36;2486.19
2018-11-17 10:40:37;2487.91
2018-11-17 10:40:39;2487.91
2018-11-17 10:40:40;2487.91
2018-11-17 10:40:42;2470.83
2018-11-17 10:40:43;2469.14
2018-11-17 10:40:45;2470.83
2018-11-17 10:40:46;2469.14
2018-11-17 10:40:47;2469.14
2018-11-17 10:40:49;2470.83
2018-11-17 10:40:50;2470.83
2018-11-17 10:40:52;2469.14
2018-11-17 10:40:53;2470.83
2018-11-17 10:40:54;3260.87
2018-11-17 10:40:56;2767.10
2018-11-17 10:40:57;2580.65
2018-11-17 10:40:59;2580.65
2018-11-17 10:41:00;2582.50
2018-11-17 10:41:01;2560.46
2018-11-17 10:41:03;2582.50
2018-11-17 10:41:04;2599.28
2018-11-17 10:41:05;2580.65
2018-11-17 10:41:07;2580.65
2018-11-17 10:41:08;2562.28
2018-11-17 10:41:10;2582.50
2018-11-17 10:41:11;2578.80
2018-11-17 10:41:12;2582.50
2018-11-17 10:41:14;2580.65
2018-11-17 10:41:15;2603.04
2018-11-17 10:41:17;2578.80
2018-11-17 10:41:18;2580.65
2018-11-17 10:41:19;2562.28
2018-11-17 10:41:21;2580.65
2018-11-17 10:41:22;2562.28
2018-11-17 10:41:24;2562.28
2018-11-17 10:41:25;2580.65
2018-11-17 10:41:26;2562.28
2018-11-17 10:41:28;2560.46
2018-11-17 10:41:29;2584.35
2018-11-17 10:41:31;2562.28
2018-11-17 10:41:32;2578.80
2018-11-17 10:41:33;2562.28
2018-11-17 10:41:35;2562.28
2018-11-17 10:41:36;2564.10
2018-11-17 10:41:38;2562.28
2018-11-17 10:41:39;2564.10
2018-11-17 10:41:40;2584.35
2018-11-17 10:41:42;2560.46
2018-11-17 10:41:43;2562.28
2018-11-17 10:41:45;2560.46
2018-11-17 10:41:46;2580.65
2018-11-17 10:41:48;2562.28
2018-11-17 10:41:49;2578.80
2018-11-17 10:41:50;2564.10
2018-11-17 10:41:52;2580.65
2018-11-17 10:41:53;2560.46
2018-11-17 10:41:54;2580.65
2018-11-17 10:41:56;2582.50
2018-11-17 10:41:57;2578.80
2018-11-17 10:41:59;2562.28
2018-11-17 10:42:00;2582.50
2018-11-17 10:42:01;2580.65
2018-11-17 10:42:03;2580.65
2018-11-17 10:42:04;2599.28
2018-11-17 10:42:06;2582.50
2018-11-17 10:42:07;2580.65
2018-11-17 10:42:08;2582.50
2018-11-17 10:42:10;2562.28
2018-11-17 10:42:11;2560.46
2018-11-17 10:42:13;2565.93
2018-11-17 10:42:14;2560.46
2018-11-17 10:42:15;2564.10
2018-11-17 10:42:17;2540.58
2018-11-17 10:42:18;2565.93
2018-11-17 10:42:20;2560.46
2018-11-17 10:42:21;2540.58
2018-11-17 10:42:23;2544.17
2018-11-17 10:42:24;2562.28
2018-11-17 10:42:25;2544.17
2018-11-17 10:42:27;2562.28
2018-11-17 10:42:28;2562.28
2018-11-17 10:42:30;2560.46
2018-11-17 10:42:31;2544.17
2018-11-17 10:42:32;2542.37
2018-11-17 10:42:34;2545.97
2018-11-17 10:42:35;2544.17
2018-11-17 10:42:37;2542.37
2018-11-17 10:42:38;2542.37
2018-11-17 10:42:39;2542.37
2018-11-17 10:42:41;2542.37
2018-11-17 10:42:42;2526.32
2018-11-17 10:42:44;2542.37
2018-11-17 10:42:45;2564.10
2018-11-17 10:42:47;2542.37
2018-11-17 10:42:48;2542.37
2018-11-17 10:42:49;2524.54
2018-11-17 10:42:51;2545.97
2018-11-17 10:42:52;2542.37
2018-11-17 10:42:54;2524.54
2018-11-17 10:42:55;2544.17
2018-11-17 10:42:56;2522.78
2018-11-17 10:42:58;2542.37
2018-11-17 10:42:59;2526.32
2018-11-17 10:43:01;2544.17
2018-11-17 10:43:02;2540.58
2018-11-17 10:43:04;2562.28
2018-11-17 10:43:05;2560.46
2018-11-17 10:43:06;2544.17
2018-11-17 10:43:08;2524.54
2018-11-17 10:43:09;2522.78
2018-11-17 10:43:11;2524.54
2018-11-17 10:43:12;2505.22
2018-11-17 10:43:14;2506.96
2018-11-17 10:43:15;2506.96
2018-11-17 10:43:16;2506.96
2018-11-17 10:43:18;2526.32
2018-11-17 10:43:19;2505.22
2018-11-17 10:43:21;2506.96
2018-11-17 10:43:22;2522.78
2018-11-17 10:43:24;2524.54
2018-11-17 10:43:25;2522.78
2018-11-17 10:43:26;2526.32
2018-11-17 10:43:28;2505.22
2018-11-17 10:43:29;2524.54
2018-11-17 10:43:31;2505.22
2018-11-17 10:43:32;2505.22
2018-11-17 10:43:34;2506.96
2018-11-17 10:43:35;2522.78
2018-11-17 10:43:36;2506.96
2018-11-17 10:43:38;2505.22
2018-11-17 10:43:39;2505.22
2018-11-17 10:43:41;2506.96
2018-11-17 10:43:42;2505.22
2018-11-17 10:43:44;2505.22
2018-11-17 10:43:45;2506.96
2018-11-17 10:43:46;2487.91
2018-11-17 10:43:48;2505.22
2018-11-17 10:43:49;2505.22
2018-11-17 10:43:51;2506.96
2018-11-17 10:43:52;2505.22
2018-11-17 10:43:54;2505.22
2018-11-17 10:43:55;2506.96
2018-11-17 10:43:57;2505.22
2018-11-17 10:43:58;2524.54
2018-11-17 10:43:59;2522.78
2018-11-17 10:44:01;2506.96
2018-11-17 10:44:02;2524.54
2018-11-17 10:44:04;2524.54
2018-11-17 10:44:05;2540.58
2018-11-17 10:44:07;2524.54
2018-11-17 10:44:08;2505.22
2018-11-17 10:44:09;2506.96
2018-11-17 10:44:11;2505.22
2018-11-17 10:44:12;2505.22
2018-11-17 10:44:14;2528.09
2018-11-17 10:44:15;2505.22
2018-11-17 10:44:17;2524.54
2018-11-17 10:44:18;2522.78
2018-11-17 10:44:19;2506.96
2018-11-17 10:44:21;2524.54
2018-11-17 10:44:22;2524.54
2018-11-17 10:44:24;2506.96
2018-11-17 10:44:25;2506.96
2018-11-17 10:44:27;2505.22
2018-11-17 10:44:28;2505.22
2018-11-17 10:44:29;2506.96
2018-11-17 10:44:31;2505.22
2018-11-17 10:44:32;2505.22
2018-11-17 10:44:34;2506.96
